,IN_CGE_NPYnaive30,IN_CGE_NPYquinine30,IN_CGE_NPYsucrose30,IN_CGE_VIPnaive30,IN_CGE_VIPquinine30,IN_CGE_VIPsucrose30,IN_MGE-Pvalbnaive30,IN_MGE-Pvalbquinine30,IN_MGE-Pvalbsucrose30,IN_MGE-SSTnaive30,IN_MGE-SSTquinine30,IN_MGE-SSTsucrose30,Pyrlayer2a/bnaive30,Pyrlayer2a/bquinine30,Pyrlayer2a/bsucrose30,Pyrlayer3naive30,Pyrlayer3quinine30,Pyrlayer3sucrose30,SL1naive30,SL1quinine30,SL1sucrose30,SL2naive30,SL2quinine30,SL2sucrose30,Vglut2naive30,Vglut2quinine30,Vglut2sucrose30,genes,var
0,0.04355728,0.034745727,0.05646381,0.039343912,0.022544397,0.017459176,0.03942669,0.011563925,0.01568978,0.045971207,0.036213905,0.040058833,0.021638466,0.016567808,0.020562643,0.018006979,0.017303046,0.018758487,0.019351706,0.0074683437,0.031640857,0.008537775,0.041203626,0.029728318,0.043945964,0.019611264,0.066674955,Ikzf1,0.00021624184158178887
1,0.33064413,0.4676685,0.55650496,0.28412685,0.28784287,0.3349257,0.22003034,0.14930636,0.13222137,0.39126426,0.2691015,0.45651418,0.50981027,0.64482594,0.60543954,0.3745842,0.45826286,0.4045835,0.17661336,0.20541328,0.2878793,0.4160239,0.52089345,0.6432464,0.35258994,0.2705641,0.30607513,Arhgap6,0.020425440530818916
2,0.2917863,0.05498504,0.1361952,0.15596017,0.13333896,0.083027326,0.17227995,0.11711775,0.094242305,0.25261745,0.107662484,0.14849699,0.19086318,0.11138305,0.067271076,0.15115845,0.11220689,0.118143715,0.18668705,0.06992143,0.12526533,0.1717767,0.10494885,0.07906384,0.19732337,0.08633262,0.056523763,Cnp,0.003193237216993593
3,0.0,0.00917408,0.03707155,0.031407226,0.01490943,0.0,0.04969515,0.014579012,0.0,0.0,0.0,0.0,0.020803042,0.0074224137,0.021951621,0.012867917,0.012047126,0.012235259,0.009745993,0.018025473,0.0,0.0035000509,0.0,0.030727513,0.0167605,0.015933752,0.0,P3h4,0.00016436517751321528
4,1.4717784,1.3599867,1.344135,1.4021537,1.2910218,1.4226629,1.4071287,1.3740308,1.4618666,1.3870463,1.4871337,1.4548966,1.3087603,1.4167478,1.4692914,1.4517941,1.58948,1.5124372,1.0290227,1.1437657,1.1443286,1.3402512,1.4664843,1.421713,1.4043849,1.2906332,1.4765077,AC149090.1,0.01440634786698401
5,0.0,0.013644009,0.0,0.0,0.0,0.0,0.0,0.01242191,0.0,0.0,0.0,0.0,0.0,0.0032478333,0.0,0.00094636617,0.0021896882,0.00065998087,0.0,0.0,0.0,0.0086923875,0.006262328,0.0073663583,0.0,0.0,0.0,Proser2,1.5273165709082592e-05
6,0.24795458,0.33570886,0.4573314,0.25938535,0.62545586,0.62598443,0.5947139,1.0224411,0.87873113,0.6222411,0.6334043,0.8054879,0.061350908,0.03595733,0.05941859,0.050931975,0.065341115,0.06614245,0.04576347,0.047558174,0.033538915,0.039993417,0.015846465,0.019499186,0.19338474,0.2666262,0.31045294,Vwc2,0.09067819249838864
7,0.041561052,0.051451467,0.014804848,0.079666704,0.09209657,0.11047321,0.035721894,0.124373466,0.0629432,0.05567735,0.055465892,0.049471594,0.030115379,0.06480342,0.046213903,0.052570317,0.06961101,0.062096648,0.03118931,0.064318515,0.028149243,0.067519546,0.058646984,0.0540184,0.05140636,0.057761736,0.07411036,Nxpe2,0.000546799034725985
8,0.0,0.0,0.038227964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008636601,0.0048814565,0.0031123818,0.0040178597,0.0010014583,0.0063584987,0.0071625877,0.008733237,0.0,0.021586834,0.0,0.0,0.0,0.0,Slc11a1,6.748866359463081e-05
9,0.109649554,0.04317043,0.09853535,0.1186821,0.12572509,0.121688865,0.11432554,0.11469914,0.10649394,0.055528242,0.080410235,0.050552435,0.09358527,0.040082794,0.025087366,0.08505215,0.048925802,0.06347797,0.104635686,0.038396,0.06673996,0.1464505,0.026569594,0.061174534,0.084676206,0.03694386,0.044993274,Tns3,0.0011720242713169867
10,0.040571254,0.049047325,0.021320263,0.025592323,0.10269232,0.07756549,0.037861213,0.0,0.01631474,0.04524144,0.08478034,0.0296026,0.048058875,0.072852574,0.06380309,0.04474087,0.038740635,0.044047214,0.0872382,0.13857548,0.13750029,0.08239808,0.04762695,0.10923326,0.06605167,0.100616425,0.11228989,Jup,0.0012719530052914018
11,0.021202382,0.018017212,0.017545683,0.0075656506,0.0,0.0,0.026409822,0.0,0.023593351,0.0,0.0,0.013410294,0.024238653,0.020470966,0.020776477,0.02786234,0.008821937,0.022026893,0.0150733115,0.0,0.0143379085,0.01777338,0.005352242,0.014152854,0.04702042,0.0,0.010048025,Apoa1,0.00012638824733996018
12,0.23930514,0.12648006,0.3535614,0.520041,0.44874033,0.563532,0.15214887,0.1577346,0.15339701,0.24697861,0.2410493,0.39302924,0.24727876,0.19986364,0.26904,0.25540477,0.20343703,0.2559533,0.26505226,0.3113243,0.3478159,0.18029106,0.16452388,0.2621336,0.24296431,0.111496404,0.26174882,Fxyd6,0.012165615688113066
13,0.16698328,0.1121289,0.17655347,0.17802724,0.07061604,0.16001627,0.13525641,0.24083436,0.2629756,0.15082881,0.21129277,0.18018697,0.06630825,0.10394139,0.106393725,0.07411109,0.07084935,0.08471981,0.3259595,0.47419316,0.46168965,0.18919487,0.2592043,0.24830985,0.10910659,0.13515659,0.13653407,Usp6nl,0.010926804653242403
14,0.24524407,0.14984116,0.095082425,0.18806507,0.18577798,0.13061245,0.16509207,0.1432642,0.15898931,0.2641324,0.17020229,0.17451902,0.11729919,0.057033557,0.12781842,0.13028476,0.08828983,0.08559236,0.085575074,0.0921068,0.10930863,0.11385001,0.0833072,0.0995284,0.1182044,0.16079718,0.06347555,Pdcd11,0.0024746144721453154
15,0.09890084,0.16856273,0.18494028,0.12307676,0.055632506,0.1843718,0.05016647,0.08774387,0.073351994,0.06349532,0.0833548,0.112245515,0.059708476,0.07971956,0.07502264,0.19121264,0.24257517,0.27753955,0.058843225,0.052883126,0.025553066,0.06829996,0.063940845,0.07829713,0.1271647,0.053767566,0.101007745,Matn2,0.003845726077959095
16,0.0,0.0,0.0,0.013079486,0.0,0.010815198,0.0,0.0,0.0,0.0,0.0,0.022923216,0.0058572283,0.014067224,0.003669188,0.013094793,0.013122977,0.008199478,0.014889088,0.003975278,0.01662102,0.0,0.014221449,0.015693462,0.0,0.017517433,0.0,Spry3,5.310078375841519e-05
17,0.38959014,0.56245303,0.47562292,0.37986076,0.5395103,0.45117053,0.46387157,0.5864427,0.537625,0.37525746,0.55524457,0.40909696,0.4317007,0.51597905,0.5342739,0.4190037,0.45245707,0.4929244,0.43474817,0.58743685,0.53250325,0.50280344,0.45796177,0.4412378,0.5364442,0.30198067,0.50899756,Rpl30,0.00487017909116975
18,0.12914623,0.10567442,0.11084598,0.088569686,0.05221262,0.071693696,0.16689709,0.07328562,0.097200245,0.06957395,0.087715276,0.10158403,0.085687295,0.06105267,0.060750604,0.09678818,0.07125228,0.1006307,0.083636075,0.05655743,0.055724256,0.12577923,0.033155918,0.083996244,0.05939967,0.07187411,0.10323694,Ccnd1,0.0007679243232786727
19,0.17668277,0.2243902,0.1001105,0.10661432,0.08839762,0.076339826,0.1901273,0.21541804,0.18545306,0.12493104,0.11468552,0.09623738,0.04311964,0.044029653,0.07496665,0.047907814,0.040723093,0.05553764,0.1961699,0.19134805,0.22293618,0.09405458,0.054582614,0.108787,0.35059655,0.2506421,0.4151839,Tspan9,0.008672470258771143
20,0.04402814,0.08786364,0.04337857,0.05284091,0.02301386,0.033817124,0.03106285,0.023376148,0.020379413,0.01873725,0.026991513,0.042377114,0.024368031,0.013339061,0.015246404,0.020818785,0.022877984,0.017244067,0.026297424,0.029731628,0.009452427,0.026579272,0.0,0.03569387,0.027884772,0.014774554,0.04005867,Plcd4,0.00026759867020174677
21,0.16665915,0.09581889,0.14211862,0.20186739,0.16185363,0.21974705,0.09059376,0.18769407,0.17884505,0.16959983,0.2049525,0.21572445,0.19852617,0.14637564,0.20881748,0.17103992,0.14456004,0.20887917,0.13892782,0.15172607,0.22607535,0.23784511,0.18133897,0.22720191,0.24881022,0.18836221,0.22834459,Cdk5r2,0.0015814275069753357
22,0.0,0.029365335,0.0,0.047259785,0.045075282,0.01527916,0.006438455,0.011354781,0.030844685,0.038554996,0.022482071,0.013745187,0.01870447,0.009059016,0.0091352835,0.019024799,0.0074162465,0.015117779,0.01889909,0.017301459,0.0,0.02171866,0.013902463,0.015701517,0.04546889,0.043514416,0.03172118,Itih5,0.00019535120589684048
23,0.078414425,0.05234373,0.050953213,0.039443735,0.10091734,0.02547529,0.0,0.025185384,0.09771312,0.08416292,0.023002377,0.07162033,0.09477848,0.09074466,0.03942856,0.057484027,0.045231987,0.044056058,0.04046089,0.07337053,0.046775345,0.010783062,0.053268947,0.052627813,0.023383476,0.023438105,0.08991339,Rida,0.0007669919597918666
24,0.0,0.0727364,0.031171225,0.011788243,0.0,0.033596776,0.05994019,0.042088643,0.014488779,0.009029148,0.023422262,0.029602561,0.004596927,0.002890602,0.008688917,0.0051615615,0.010052266,0.0111479405,0.0064417445,0.022915663,0.007216606,0.020229328,0.0138101075,0.013805828,0.03997186,0.07702923,0.02532082,Pzp,0.000420092180392006
25,0.4988449,0.26635435,0.41032925,0.37453577,0.29311025,0.37365854,0.3624806,0.39742455,0.38081932,0.37964872,0.3355024,0.47827277,0.4269609,0.30760223,0.38314134,0.38476408,0.3250997,0.40412602,0.43504894,0.30749452,0.49845862,0.30841595,0.26857558,0.40630072,0.33376157,0.37240845,0.3634598,Eef2,0.0037288248729128496
26,0.0,0.0,0.0,0.049724463,0.011886913,0.010815198,0.0,0.012133067,0.0,0.048426807,0.037669983,0.033341788,0.008904524,0.005714602,0.011545148,0.010035807,0.015584655,0.012997428,0.011731097,0.0,0.012656136,0.0,0.005299143,0.015682187,0.032157876,0.025764553,0.013919301,Smyd1,0.00020211189531209317
27,0.016434187,0.0,0.012533481,0.050075058,0.0,0.021669446,0.0,0.012125663,0.0,0.031688135,0.013576097,0.0,0.014446148,0.009373229,0.019946393,0.022763213,0.015040287,0.008543728,0.003822727,0.009296367,0.023558151,0.018879995,0.0,0.0,0.0,0.017778516,0.00888587,Onecut2,0.00013388885866572587
28,0.22004151,0.17432962,0.3322172,0.3142202,0.32305282,0.41130683,0.23003116,0.44443446,0.43994036,0.43604532,0.460072,0.40812847,0.193539,0.2621558,0.29384863,0.20766172,0.23410492,0.21357322,0.26482686,0.3972575,0.34277502,0.25412023,0.32077312,0.32276383,0.37714314,0.38511306,0.4151787,Olfm2,0.007418263970419055
29,0.2724716,0.21565357,0.30958742,0.3060566,0.27716845,0.22638288,0.26424754,0.19055934,0.24697018,0.17033267,0.22224917,0.24909876,0.22717127,0.2129233,0.24370328,0.23095708,0.19193286,0.25325,0.28251573,0.21486738,0.3080522,0.20862997,0.21901777,0.3102609,0.2545585,0.24660343,0.34216315,Ina,0.0017261259413756146
30,0.13415582,0.116310075,0.1850281,0.086660996,0.114925675,0.14959417,0.037854493,0.14149134,0.19851458,0.13092414,0.109436914,0.15059477,0.1250668,0.14358583,0.18016213,0.09522442,0.11454518,0.10551472,0.13457426,0.08765855,0.16843984,0.15287696,0.11838489,0.17024758,0.1090575,0.118183926,0.15965825,Bnip3,0.0011724765920357349
31,0.057178795,0.018017212,0.0,0.022225909,0.0,0.0,0.0,0.010980385,0.0,0.0,0.0,0.045097187,0.008111684,0.01191173,0.005011098,0.0017841882,0.0045631127,0.0039961953,0.0036465644,0.0035196037,0.0079386765,0.0,0.005635201,0.0,0.0,0.0,0.02601412,S1pr5,0.00019466452806887323
32,0.07718469,0.07596133,0.12035612,0.027811417,0.082310185,0.06580658,0.06628819,0.04344397,0.04132535,0.054126386,0.11682798,0.12613323,0.07938281,0.10408181,0.09682456,0.07567747,0.07286139,0.07460176,0.05552496,0.119953774,0.08457933,0.05257556,0.11522984,0.040051922,0.083042294,0.057874277,0.06793205,Mrpl35,0.0007007019185643308
33,0.36897993,0.3090869,0.2899891,0.3334269,0.32472116,0.32943043,0.40811124,0.3236156,0.35636747,0.40237594,0.30297524,0.30946675,0.38426942,0.4066761,0.3648324,0.2714091,0.28053278,0.26024097,0.31578666,0.4477412,0.36024708,0.439557,0.5153051,0.4648092,0.5185033,0.43191805,0.46925807,Pde4a,0.005157266253360447
34,0.031399895,0.0,0.02413391,0.027912121,0.0,0.01428492,0.0806687,0.045821793,0.18457569,0.09657866,0.07169115,0.10269232,0.009297346,0.016143698,0.0036447144,0.02359337,0.024812864,0.021957044,0.0038008748,0.030846823,0.007650054,0.017871404,0.00548336,0.022351505,0.0073323757,0.0,0.019884717,Cfap46,0.0016647146042917016
35,0.9558147,0.6678738,0.5844898,0.83334434,0.4650191,0.5564873,1.0897933,0.5361843,0.6764338,0.85286105,0.5952692,0.5985137,0.83594257,0.54752827,0.5464131,0.75837874,0.5360208,0.5409644,0.84528005,0.5427387,0.65205777,0.8209264,0.43767697,0.6339083,0.75646025,0.53859794,0.5473383,Atp5md,0.024944472272749613
36,0.23336706,0.118359335,0.15317614,0.15283024,0.084964365,0.110395655,0.2794376,0.15291546,0.20727758,0.1309806,0.12325688,0.10621295,0.20233,0.15914297,0.19528954,0.24040191,0.15011261,0.1848087,0.18918842,0.15163171,0.11832383,0.1372478,0.16935867,0.15339619,0.19660087,0.13005409,0.19711171,Pet100,0.001986857428615707
37,0.113982126,0.053190954,0.031587757,0.03826876,0.10632166,0.069877885,0.040296644,0.0686915,0.019762993,0.02227604,0.04177912,0.0,0.035938177,0.04707341,0.041827552,0.04229819,0.031954505,0.05612922,0.021760184,0.03725753,0.034694314,0.043780133,0.034563318,0.09120092,0.040579814,0.05614772,0.05048387,Anapc15,0.0006150318730238505
38,0.38597906,0.47861093,0.5305047,0.25632036,0.1765052,0.2432964,0.11567148,0.07595925,0.13655955,0.19549754,0.21165222,0.24755755,0.10164881,0.07342474,0.10128525,0.18812732,0.13677695,0.15336666,0.118484266,0.07647747,0.11384526,0.07801361,0.095031574,0.1370897,0.20311663,0.20655008,0.27169153,Adamtsl1,0.01329535652508084
39,0.041564766,0.016056485,0.020251557,0.04357427,0.028246995,0.014645465,0.077005275,0.0605689,0.022248806,0.01825011,0.010700351,0.05920072,0.023832016,0.026217058,0.02092689,0.031867933,0.028477326,0.031403333,0.043066982,0.008414416,0.016264442,0.010148078,0.019301366,0.039983958,0.020928618,0.057778515,0.058972605,Platr31,0.00031940664847023313
